44.91120278,-2.825573379,15,-1.929420689,-0.018524109
44.91990031,-2.683757817,15,-1.920974287,-0.027485085
44.92815004,-2.541915501,15,-1.912498762,-0.03644549
44.93595187,-2.400047844,15,-1.903994199,-0.045405235
44.94330573,-2.258156261,15,-1.895460681,-0.054364231
44.95021156,-2.116242167,15,-1.886898294,-0.063322387
44.95666927,-1.974306975,15,-1.878307124,-0.072279616
44.96267881,-1.832352102,15,-1.869687256,-0.081235827
44.96824011,-1.690378962,15,-1.861038775,-0.090190932
44.97335313,-1.54838897,15,-1.852361769,-0.09914484
44.9780178,-1.406383542,15,-1.843656324,-0.108097464
44.98223409,-1.264364095,15,-1.834922526,-0.117048713
44.98600194,-1.122332042,15,-1.826160463,-0.125998498
44.98932133,-0.980288801,15,-1.817370221,-0.13494673
44.99219222,-0.838235788,15,-1.808551889,-0.14389332
44.99461458,-0.696174418,15,-1.799705555,-0.152838179
44.99658839,-0.554106108,15,-1.790831306,-0.161781217
44.99811362,-0.412032274,15,-2.730258443,-0.17293911
44.99919027,-0.269954332,15,-2.725680308,-0.180632854
44.99981831,-0.1278737,15,-2.721098568,-0.188322999
44.99999776,0.014208208,15,-2.716513268,-0.196009467
44.99972859,0.156289974,15,-2.711924455,-0.203692182
44.99901083,0.298370181,15,-2.707332173,-0.211371068
44.99784446,0.440447415,15,-2.702736469,-0.219046047
44.99622951,0.582520257,15,-2.698137389,-0.226717043
44.99416599,0.724587292,15,-2.693534978,-0.23438398
44.99165392,0.866647104,15,-2.688929282,-0.242046781
44.98869333,1.008698277,15,-2.684320348,-0.249705371
44.98528425,1.150739393,15,-2.67970822,-0.257359672
44.9814267,1.292769038,15,-2.675092946,-0.265009608
44.97712074,1.434785795,15,-2.670474571,-0.272655103
44.97236639,1.576788248,15,-2.66585314,-0.280296081
44.96716371,1.718774983,15,-2.661228701,-0.287932466
44.96151276,1.860744583,15,-2.6566013,-0.295564181
44.95541358,2.002695633,15,-2.651970982,-0.303191151
44.94886624,2.144626718,15,-2.647337793,-0.310813299
44.9418708,2.286536424,15,-2.64270178,-0.318430549
